id;screen_name;name;created_at;full_text
1,74449E+18;mecquiraletrop;Mec qui râle trop φ🏟️⚽️🏈⏚;2024-01-08 23:50:52 +01:00;@ENGIEpartFR 4h que je peux rien faire avec votre appli et qu’il fait -4 dehors.\nDeuxième fois alors que je suis chez vous depuis 3 semaines. Va falloir m’expliquer là https://t.co/YQOshqtmx3
1,74462E+18;ML09119902;M L;2024-01-09 08:17:31 +01:00;L’appli #monpilotageelec est toujours KO ce matin @ENGIEpartSAV @ENGIEpartFR
1,7447E+18;Divergents20;Divergent;2024-01-09 13:19:53 +01:00;Le foutage de gueule de @ENGIEpartFR, pour une maison de 96 m carré où on vit à 4 en pleine période de froid (normal pour la saison)... Ah il n'y pas de risques qu'il me file la prime... https://t.co/82wgcsSMsv
1,74516E+18;prisspriss12;Missoussipi78;2024-01-10 20:09:32 +01:00;@ninie949378 @78190trappes @CDC_Habitat @villedetrappes @ENGIEproFR @CDCH_et_Moi @alirabeh En panne de chauffage et d'eau chaude avec @CDCH_et_Moi @ENGIEpartFR  Malgré des installations soi-disant neuves, rien ne fonctionne. #Incompétence #ProblèmesTechniques
1,74551E+18;LeMalth;Le Malth’;2024-01-11 19:28:37 +01:00;@ENGIEpartFR \nbonsoir, serait-il possible d’avoir un contact? 10 jours pour avoir un rdv avec un technicien…une 🏠 à 16 degrés avec pompe à chaleur et 🏠 neuve,5 interventions,tjr pareil,ça devient insupportable sans compter le service client inutile et la facture edf salée 😤
1,74571E+18;Damien4118;🇫🇷 Damien 🇫🇷;2024-01-12 08:37:30 +01:00;Bon à savoir : lorsqu @ENGIEpartFR intervient chez vous pour un changement de pièce banal, vous pouvez vous retrouver ensuite sans chauffage. On vous proposera ensuite un rdv dans 3 jours pour venir voir ce qui se passe
1,74575E+18;MerlinPainpin;Alexus;2024-01-12 11:09:53 +01:00;Le plus gros suspense de l’année 😳\n@ENGIEpartFR https://t.co/cWJpcKmTrN
1,74575E+18;david_yoteau;David Yoteau;2024-01-12 11:21:17 +01:00;@ENGIEpartSAV bonjour,\nPlus de courant sur la commune de Saint hilaire de clisson. Une idée de ce qu'il se passe?
1,74576E+18;med_energie;médiateur national de l'énergie;2024-01-12 12:06:59 +01:00;#vendrediCfini \nUne cliente d’@ENGIEpartFR a reçu un courrier de renouvellement de son offre de fourniture de gaz et d’électricité, sans mention des nouveaux prix de l'abonnement et du kWh. Il contient seulement 8 pages d' « annexe de prix » 1/4 👇 https://t.co/YFh7ZBXq2e
1,74625E+18;y770_;petit coeur grenadine;2024-01-13 20:29:54 +01:00;@ENGIEgroup @ENGIEpartFR Pq vous mettez plusieurs jours pr envoyer qqun nous dépanner en plein hiver, en plus qqun qui vient qui n’a même pas la pièce qu’il faut on est sans eau chaude ni chauffage depuis 2 jours c’est inhumain de traiter les gens comme ça !!!!!!!!!!!!😡😡😡😡😡
1,74661E+18;coupinesandrine;Sandriiiine;2024-01-14 20:24:56 +01:00;@y770_ @ENGIEgroup @ENGIEpartFR Bienvenue au club. On attend toujours qu'ils nous recontactent...
1,74692E+18;FannyLepoivre;Fanny Lepoivre;2024-01-15 16:54:58 +01:00;48h que nous avons demandé une intervention d'urgence dans notre immeuble @ENGIEproFR @ENGIEpartFR Engie solutions Engie home services et toujours rien...pourtant l'eau coule en continu depuis 48h et plus personne n'a de chauffage, y compris nos aimés de 90 ans vivants seuls ...
1,74717E+18;Qesakostan;Qesako I. 🇩🇪🇫🇷🇬🇧 🇪🇺 ◄🇺🇦◄🇷🇺◄ 🇨🇳;2024-01-16 09:18:21 +01:00;@ENGIEpartFR POURQUOI ENGIE envoie plus mes factures par la poste⁉️\nJ'ai PAS VOULU leur Dématerialisation‼️
1,74751E+18;masy7723;Mamou Sy;2024-01-17 07:44:38 +01:00;@CDCH_et_Moi @CDC_Habitat @ENGIEgroup Accepteriez vous cela pour votre famille ?
1,74758E+18;RVL42600;JMB;2024-01-17 12:20:30 +01:00;"🤢 attention Engie rode ds nos quartiers. &lt;&lt; Engie &gt;&gt; , 🫷,&lt;&lt;GDF, je n'ai à vendre. Je vérifie vos contrats. Vous n'avez rien à faire. Juste à tel à Engie pour prendre le DUO gaz elec. &gt;&gt; 🫷à part ça vous n'avez rien à vendre !😡\n@EDFofficiel @LCP @UFCquechoisir\n@ENGIEpartFR"
1,74758E+18;eli_____sa;🇵🇸 Eli⁷ | A VU KIM SEOKJIN & HOBI;2024-01-17 12:23:05 +01:00;Dans un 60m2, avec un seul chauffage qui fonctionne 24h/24 et un autre uniquement la nuit. Une tv, un frigo, une machine à laver et une plaque induction. On est d'accord que c'est absolument pas normal d'avoir une facture de 300 balles ???💀💀💀\n@ENGIEpartFR faut me venir en aide https://t.co/2ltDHLiyJF
1,74762E+18;vince_thouvenin;thouvenin;2024-01-17 14:45:59 +01:00;@ENGIEpartSAV deux mois sans eau chaude !!! Même en mettant en demeure votre agence d'Amiens aucune réponse de vos services ! #arnaqueengie
1,74763E+18;lazhonguoren;LZGR;2024-01-17 15:42:23 +01:00;@ENGIEgroup bonjour pourquoi j’ai une option électricité verte sur un contrat de gaz ? \nÇa fait 24 mois que vous me facturez 3€ en plus sur un contrat de gaz… \nVolez-vous vos clients ? https://t.co/AR12s7NoE6
1,74828E+18;Patrick_3164;PatrickC;2024-01-19 10:24:28 +01:00;@ENGIEpartSAV Bonjour @ENGIEpartFR ,  votre réponse est inadmissible . \nVous m'indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date d'intervention.   \nIl neige en Picardie et ma mère est sans chauffage par votre faute 😱 bougez vous !
1,7487E+18;VilledieuDamien;Damien Villedieu;2024-01-20 14:40:48 +01:00;@LaTribune Tu en penses quoi @ENGIEpartFR ? J'ai hâte de voir ma mensualisation baisser après avoir presque doublée cette année 🙃
1,74903E+18;BiduleAnatheme;Anathème Bidule;2024-01-21 12:20:05 +01:00;Nous sommes le 21 janvier 2024 et @ENGIEpartSAV @ENGIEpartFR n'a toujours pas traité ni la résiliation ni le remboursement, ni le signalement @dgccrf. Un niveau d'incompétence rare.
1,74912E+18;Khodexx;Khodex;2024-01-21 18:21:23 +01:00;@ENGIEpartFR vu que le contact semble globalement compliqué, j'en suis réduit à devoir essayer ici. Donc je récapitule : en décembre 2023 je constate une panne sur ma chaudière qui a été installée l'année dernière et que j'ai payée au prix fort. Celle-ci ne fonctionnait plus.
1,74912E+18;ilxipa;T-;2024-01-21 18:30:40 +01:00;@ENGIEpartSAV bonjour, est-ce qu’il est possible de télécharger l’historique horaire de ses consommations d’électricité ? Je n’obtiens qu’un fichier avec les relevés mensuels alors que l’option du suivi horaire est activée.
1,74936E+18;Khodexx;Khodex;2024-01-22 09:55:16 +01:00;@60millions @ENGIEpartSAV Je ne sais pas non plus si @UFCquechoisir peut m'aider mais là de toute façon, j'irai voir mes pires ennemis si j'en avais. J'en ai marre !
1,74944E+18;annesoldx;Anne-So;2024-01-22 15:20:26 +01:00;@ENGIEpartFR @ENGIEpartSAV faire une demande d’intervention urgente pour une chaudière qui a lâché depuis samedi matin et s’entendre dire que les plannings sont pleins par une personne très désagréable au téléphone c’est ça votre SAV ? Pour rappel une urgence = immédiat.
1,74987E+18;chcuny;Christophe CUNY;2024-01-23 19:55:11 +01:00;Je pense qu’il faut vraiment remercier le gouvernement et monsieur @BrunoLeMaire pour son doublé sur les nouveaux tarifs d’électricité.\n\nIl a quand même réussi l’exploit de faire plus augmenter les tarifs qui sont les plus intéressants pour @enedis  (les tarifs Tempo et HP/HC).\n\nExploit d’autant plus remarquable que le gaz est maintenant moins taxé que l’électricité alors que c’est une énergie fossile émettrice de CO2…\n\nUn champion comme ça, il faut absolument le garder @GabrielAttal !
1,75017E+18;cyril77M;cyril28;2024-01-24 16:05:49 +01:00;@chcuny @BrunoLeMaire @enedis Et encore, mon gaz a fait +37%, malgré une diminution de ma consommation de 25% et une baisse du coût global par les fournisseurs. Faut que je regarde en détail mon contrat, je comprends pas non plus une tel augmentation @ENGIEpartFR !
1,75029E+18;PaoLaVorny;Pao La Vorny;2024-01-24 23:42:50 +01:00;Vous m’expliquez @ENGIEpartFR @ENGIEpartSAV ? Depuis octobre vous me rajoutez entre 20 et 30€ par mois discrètement… Mais je vous vois 👀\n#engie #electricite #arnaque https://t.co/QOaWVsdAZu
1,7503E+18;Bennuts77;Ben&Nuts;2024-01-25 00:24:18 +01:00;@ENGIEpartFR Je passe de 122€ à 262€par mois, je dois payer 511€ de régulation, vous me faites payer une intervention d'un technicien jamais venu et a coté quand je vous contacte pour me dire qu'il y a un soucis personne se déplace? \nJ'ai 33m² les kheys pas 230 https://t.co/jsZ82Uh4Dc
1,75045E+18;FeeKalome;La Fée Kalome;2024-01-25 10:19:23 +01:00;Bonjour @ENGIEpartFR , \nImpossible de se connecter sur l espace client de votre site. C est normal? J aimerais comprendre l aberration de ma facture.
1,75046E+18;toundra69;Toundra🔺;2024-01-25 11:06:37 +01:00;@ENGIEpartSAV Bj, j'ai essayé de réglé son radiateur, il n'y a pas de mode d'emploi et j'ai pu enlever quelques pre-reglages, jai tout mis sur 15, il fait 17 degrés chez elle, je lui ai dit de tenir deux jours pour voir si ça change sa consommation journalière. D'ici lundi je vous contact, thx
1,75078E+18;halimsidi;Thunder;2024-01-26 08:05:15 +01:00;@ENGIEpartSAV Bonjour,a quand un service client digne de ce nom?Cela fait maintenant 5 ans que j’ai un compteur linky et tous les ans je relance vos services car il n’est pas communiquant,dénier en date 12/23,et tjrs rien.Dites le si vous ne voulez rien faire
1,75087E+18;Delelisma;M.A.;2024-01-26 13:58:44 +01:00;"Cher @ENGIEpartSAV @ENGIEpartFR il m'a fallu +3ans avec les anciens proprio pour changer un compteur, des relances tous les mois et 3 rendez vous où vous n'êtes pas venu. Depuis ça fait 4mois que vous étudiez une facture erronée et vos ""conseillers"" ne disent jamais la même chose"
1,75125E+18;mimine130071;mimine13007;2024-01-27 15:07:13 +01:00;@BiduleAnatheme @ENGIEpartSAV @dgccrf Bonjour @BiduleAnatheme , nous sommes dans le même cas que vous vis à vis des escrocs de l’agence Engie Home Services Grand Marseille. Contrat de maintenance annuelle payé mais non honoré sans compter les rendez vous maintenance ou dépannage annulés ! Courrier AR sans réponse
1,75125E+18;mimine130071;mimine13007;2024-01-27 15:16:11 +01:00;Bonjour @ENGIEpartSAV , que faut il faire pour que l’agence Grand Marseille traite enfin notre demande de remboursement d’un contrat de maintenance annuelle SÉCURITÉ payé et jamais honoré ???
1,75125E+18;mimine130071;mimine13007;2024-01-27 15:20:33 +01:00;@ENGIEpartSAV \nImpossible de joindre l’agence par téléphone ! Pas de réponse aux différentes tentatives de contact y compris courrier AR. Nous sommes toujours en attente d’un rappel qui ne vient jamais . Une honte ! Faut-il saisir la @dgccrf ? Porter plainte pour escroquerie ?
1,75224E+18;LaBelleEnYeux;Eilahtan 🌸☀️🏝;2024-01-30 08:51:16 +01:00;Ça fait des mois qu’@ENGIEpartFR  me réclame 572,22€ sans me dire ce que c’est. Facture de septembre rien du tout de cette somme et facture de novembre ça apparaît en report de la facture précédente. Ça fait des mois et rien. Et ils  m’ont mis en recouvrement @ENGIEpartSAV
1,7523E+18;manudscts;Manu;2024-01-30 13:09:47 +01:00;@ENGIEpartFR me menace de me réduire l’électricité si je ne paye pas une facture de régularisation de 533€… je veux bien la payer mais ils ne veulent pas que je paye en 5X uniquement en 2X… \nIls sont méprisant et hautain. \nPourquoi refusent-il de m’aider.\n#engie
1,75258E+18;williamvogel201;William Vogel;2024-01-31 07:14:04 +01:00;@ENGIEpartFR Hello @ENGIEpartFR @Engie cela fait un moment que le suivi de conso est cassé.\nElec + Gaz.\nVous pouvez faire qqchose ? https://t.co/Imc5uxQByJ
1,75264E+18;luberlu86;luciano;2024-01-31 11:37:10 +01:00;@ENGIEpartFR ENGIE, c'est aussi cette entreprise qui est capable de mettre en panne une chaudière chez une femme de 94 ans!... le pire étant, que les autorités judiciaire saisies, et la DGCCRF, se gardent bien de venir soutenir cette femme seule, à POITIERS!🤔pas touche ENGIE 👋
1,75265E+18;LaurentCR314159;hyperboloïde DE REVOLUTION;2024-01-31 12:07:50 +01:00;Mais pas ma facture\nEn 2020 je consommais 1694m3 et payais 1080€\nEn 2021 j'installé un poêle à bois\nEn 2023 j'ai consommé 1127m3(-33%)\nEt payé...1033€(-4%)\n@ENGIEpartFR  vs vs êtes foutu mes économies ds la poche! avec lesquelles je comptais acheter mon bois.\nQuel bon business! https://t.co/Pw67eKZY1w
1,75268E+18;KR1SD4RK;Kr1s D4rꓘ;2024-01-31 14:04:45 +01:00;@ENGIEpartFR #FoutageDeGueule 🤬 https://t.co/DgrS1dR0Gm
1,75274E+18;cathmacgregor;Catherine MacGregor;2024-01-31 18:05:15 +01:00;"En passant de 1% à 31% d’#EnergiesRenouvelables dans le mix énergétique d’@ENGIEChile en 5 ans &amp; en annonçant notre sortie du charbon, @ENGIEgroup décarbone son activité &amp; accélére la #TransitionEnergétique.\n🎯Objectif 2026 : 60% d’#EnR dans notre mix 🇨🇱.\nhttps://t.co/pX4vMQVP5j"
1,75274E+18;Aury7667;Aury76;2024-01-31 18:17:08 +01:00;@ENGIEpartFR @ENGIEgroup ⚠️⚠️⚠️⚠️⚠️⚠️J'appelle hier le service client pour un bug sur l'espace client au niveau du suivi conso. On devait me rappeler aujourd'hui.  Personne!!! Je rappelle le service expliquant à nouveau mon problème on me transfère une autre personne qui s'étonne
1,75301E+18;vahe_thomas;Thomas Vahé;2024-02-01 11:51:40 +01:00;@ENGIEpartFR Bonjour, Impossible de me connecter à l'espace https://t.co/qRsnBOlwMu pour devenir client. Message d'erreur en PJ. Mon adresse IP est 5.149.182.50 Cdt https://t.co/k7hnzB0yzI
1,75301E+18;vahe_thomas;Thomas Vahé;2024-02-01 11:53:20 +01:00;@ENGIEpartSAV Bonjour, Impossible de me connecter au site https://t.co/qRsnBOlwMu pour devenir client. Ci-dessous le message d'erreur. Mon adresse IP est 5.149.182.50 Cdt https://t.co/mcCvxa0ILH
1,75306E+18;cookinette33;cookinette only7;2024-02-01 15:19:47 +01:00;@ENGIEpartFR après avoir reçu mon rappel de charges de copropriété,je suis locataire, je vois 3500euros pour 90m3 d'eau chaude.appelant engie on me sors comme nous avons une chaudière pour le chauffage et l'eau et bien que le bouclier tarifaire ne s'appliquait que sur un seul🤬
1,75343E+18;MavaMathias;Maëva✨;2024-02-02 15:49:33 +01:00;@ENGIEpartSAV  2 mois que j’appelle pour un rendez-vous d’entretien d’une clim gainable … 2 mois que vos téléoperateurs me promènent !! Gros ras le bol ….
1,75347E+18;hohotweet;sam;2024-02-02 18:45:18 +01:00;@ENGIEpartFR @ENGIEsolutions @ENGIEgroup j'ai un problème,  veuillez me le régler rapidement svp !!!
1,75379E+18;cmonica75;Monica M;2024-02-03 15:39:39 +01:00;@ENGIEpartFR Cette #protectiondesdonnees est bafouée par vous en 1er. Depuis que  j’ai changé de fournisseur d’électricité, je reçois de multiples messages vocaux sur les économies d’électricité. Vous avez un avis?
1,75442E+18;vahe_thomas;Thomas Vahé;2024-02-05 09:38:46 +01:00;@ENGIEpartSAV \n\nImpossible de me connecter à l espace client. Vous utiliser le WAF d' AWS CloudFront. \nMon adresse IP se trouve dans le range 5.149.176.0/20 ASN47548\nMerci de vérifier les logs du WAF. Les objets HostingProviderList ou AWSManagedIPReputationList nous filtrent.
1,75444E+18;ZamDisney;Zam' Fox 🦊🌸;2024-02-05 10:29:59 +01:00;@ENGIEgroup @ENGIEpartFR c'est top de mettre une application pour suivre notre consommation, mais si on peut jamais y accéder car ça bug tout le temps... Aucun intérêt
1,7549E+18;ledoublea2;Double-A.eth 🟢;2024-02-06 17:23:34 +01:00;À équipements et utilisation similaires depuis 3 ans, voici mes factures @ENGIEpartFR @ENGIEgroup sur les 3 dernières années :\n2021 : 1070€\n2022 : 1152€\n2023 : 1594€\n\nL'enculerie c'est jusqu'où ?
1,75514E+18;Pomsca;Pomsca;2024-02-07 09:14:03 +01:00;@ENGIEpartFR vous êtes sérieux là???\n\n+ 100€/mois d'augmentation sur ma facture d'électricité?? \nVOUS ÊTES SÉRIEUX LÀ???\nJ'AI FAIT x2 SUR MA FACTURE !!! 😡\n\nFaut m'expliquer le délire car ca va clairement pas être possible 😡
1,75536E+18;Brice561;Brice-56;2024-02-07 23:50:54 +01:00;Bon, il me semble que @ENGIEpartFR ont 1 soucis avec le suivi conso car, idem, mon père a eu une ENORME différence sur sa facture par rapport à sa conso donnée par le suivi.\nDonc quand on nous dit qu'on peut savoir sa conso en temps réel...
1,7555E+18;Xhlynk;CM 🐺;2024-02-08 08:34:02 +01:00;La regul d'électricité a 600€ pour un 40m2 en chauffant à même pas 18 degrés... ça va être super 2024, merci @ENGIEpartFR
1,75585E+18;uncletonton;#Polémique Gratuite;2024-02-09 08:11:50 +01:00;@ENGIEpartFR une simple question dans vos factures il y a les frais de la gestion de votre appli mobile et votre site internet pour connaître notre consommation ? Si oui vous me devez un gros geste commercial. Parce que sur les deux impossible de s'informer\n#Engie https://t.co/EYtCx6vu0G
1,75588E+18;mecquiraletrop;Mec qui râle trop φ🏟️⚽️🏈⏚;2024-02-09 10:12:14 +01:00;@ENGIEpartFR y’a votre appli qui est en carafe depuis 4 jours et ça commence à me saouler de ouf https://t.co/QbxclC1e1V
1,75604E+18;PhSanc;Papoo :);2024-02-09 20:47:47 +01:00;@ENGIEpartFR entre menteur et voleur. 3 mois pour que #engie m'explique qu'ils ont du augmenter mon abonnement gaz , sans me prévenir, de 30% ... a 334€/an on est loin des tarifs annoncés sur votre site .
1,75607E+18;pene1086;Penny;2024-02-09 22:24:40 +01:00;@ENGIEpartFR vous jouez avec moi ou quoi c’est quoi ce bordel ? Reprenez vous vous allez pas nous voler comme ça, cest scandaleux! #engie #arnaques https://t.co/vRPKXt69PF
1,75642E+18;braindegeek;Braindegeek;2024-02-10 21:46:06 +01:00;@JulienDoclot @ENGIEpartFR C'est pire ?!
1,7568E+18;CloBrgs;🦕;2024-02-11 22:49:58 +01:00;Happ-e by @ENGIEpartFR qui me prélève deux fois sur un même compteur qu’ils étaient censé me clotûrer suite à LEUR erreur. Et qui répondent pas par le service client. Donc sur un même Linky j’ai deux factures HAPPE (qui devraient pas exister) + 1 engie. Ça va sinon ?
1,75699E+18;lu_grandjean;Lu ☨;2024-02-12 11:28:06 +01:00;C'est marrant, on consomme moins mais @ENGIEpartFR augmente tellement ses tarifs que les mensualités augmentent quand même...\n+26€ par mois. Quel plaisir 👌 https://t.co/9uoktRUfSo
1,75702E+18;cmonica75;Monica M;2024-02-12 13:21:19 +01:00;#Engie \n@ENGIEproFR @ENGIEpartSAV \n\nC’est bon ! On arrête de jouer \n#harcelement \nSuis-je la seule à recevoir ces offres débiles?\nEt aucun lien ne fonctionne pour se désabonner \n#ledivorceinterdit \nHarcèlement abusif https://t.co/BZri2CEBzi
1,75704E+18;vince_thouvenin;thouvenin;2024-02-12 15:10:07 +01:00;@ENGIEpartSAV Vous n'êtes pas capables de tenir vos engagements contractuels et laissez délibérément des foyers sans eaux chaudes !
1,75737E+18;xcselina;Yllen;2024-02-13 12:32:58 +01:00;@AtlanticFrance @ENGIEpartFR @AtlanticFrance pendant ce temps là, nous avons un ballon en mode secours, qui consomme donc plus. A qui doit on s'adresser pour que ça bouge enfin ? Le manque de communication entre toutes les unités nous met dans une position dans laquelle nous n'avons rien demandé.
1,75737E+18;gwaig;gwaig;2024-02-13 12:50:41 +01:00;@ENGIEpartSAV Bonjour, je l'ai déjà fait le 25 janvier, et je n'ai toujours pas reçu de réponse. D'ailleurs voici le numéro de ma réclamation DEM2401-62362811 .
1,75745E+18;selimelamouri;💡 Sélim El Amouri;2024-02-13 18:14:49 +01:00;Super déçu du service d'@ENGIEpartFR censée revenir vers nous pour des travaux sur une chaudière, depuis une semaine... Résultat, pas de chauffage, pas d'eau chaude... la galère... https://t.co/ReEnNl11qV
1,75769E+18;EmmFreezz;Emmanuelle;2024-02-14 10:11:26 +01:00;@ENGIEpartFR  vous faites des pubs TV, avec tout le topo commercial MAIS vous ne répondez pas à la question : le chauffage on allume , on baisse ou on éteint? Pareil pour le sèche-cheveux. Merci
1,75818E+18;GeoffreyTMX;Geoffrey TMX ن;2024-02-15 18:35:06 +01:00;@ENGIEpartFR vous êtes des voleurs !\nCela ne vous dérange pas d'augmenter vos tarifs de presque 50% en période d'inflation ?\n\nJanvier 2023 : 360 € pour 2397 kWh\nJanvier 2024 : 677 € pour 2355 kWh\n\n@UFCquechoisir @med_energie @RolandLescure
